County Number,County Name,Region Number,District Number,District Name,District Type,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2014,School Number,School Name,Instruction Type,Charter Type,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2014,School Status,School Status Date,Update Date
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912338,ORTIZ MIDDLE,REGULAR INSTRUCTIONAL,,6767 TELEPHONE RD,HOUSTON,TX,77061,6767 TELEPHONE RD,HOUSTON,TX,77061,(713) 845-5650,(713) 845-5646,sdoming1@houstonisd.org,www.houstonisd.org,MR SAMUEL H DOMINGUEZ   ,'06-08,1040,Active,07/22/1999,3/14/2015 5:35:14 AM
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912340,LAS AMERICAS,ALTERNATIVE INSTRUCTIONAL,,6501 BELLAIRE BLVD,HOUSTON,TX,77074-6428,6501 BELLAIRE BLVD,HOUSTON,TX,77074-6428,(713) 773-5300,(713) 773-1503,mmoreno@houstonisd.org,www.houstonisd.org,MARIA D MORENO   ,'04-08,320,Active,01/29/2001,3/14/2015 5:35:14 AM
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912342,ENERGIZED FOR EXCELLENCE ACADEMY MIDDLE,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,6107 BISSONNET,HOUSTON,TX,77081-6807,6107 BISSONNET,HOUSTON,TX,77081-6807,(713) 773-3600,(713) 773-3630,akho@houstonisd.org,www.houstonisd.org,MS ARLENE KHO   ,'06-08,372,Active,07/23/2001,3/14/2015 5:35:14 AM
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912344,BRIARMEADOW CHARTER,REGULAR INSTRUCTIONAL,,3601 DUNVALE,HOUSTON,TX,77063,3601 DUNVALE,HOUSTON,TX,77063,(713) 458-5500,(713) 458-5506,pheinze@houstonisd.org,www.houstonisd.org,MR PETER HEINZE   ,'EE-08,611,Active,08/14/2001,3/14/2015 5:35:14 AM
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912345,EAST EARLY COLLEGE H S,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,220 N MILBY ST,HOUSTON,TX,77003-2708,220 N MILBY ST,HOUSTON,TX,77003-2708,(713) 847-4809,(713) 847-4813,tbolden@houstonisd.org,www.houstonisd.org,MS TAMERA J BOLDEN   ,'09-12,455,Active,08/14/2006,3/14/2015 5:35:14 AM
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912348,HOUSTON ACADEMY FOR INTERNATIONAL STUDIES,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,1810 STUART,HOUSTON,TX,77004-3043,1810 STUART,HOUSTON,TX,77004-3043,(713) 942-1430,(713) 942-1433,mjacobs1@houstonisd.org,www.houstonisd.org,MELISSA JACOBS   ,'09-12,441,Active,04/18/2006,3/14/2015 5:35:14 AM
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912349,REACH CHARTER,ALTERNATIVE INSTRUCTIONAL,CAMPUS CHARTER,520 MERCURY DR,HOUSTON,TX,77013-5299,520 MERCURY DR,HOUSTON,TX,77013-5299,(713) 671-4515,(713) 671-3612,bsimmon1@houstonisd.org,www.houstonisd.org,BERTIE SIMMONS   ,'11-12,274,Active,10/13/2005,3/14/2015 5:35:14 AM
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912350,ENERGIZED FOR EXCELLENCE ACADEMY ECC,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,7419 ASHCROFT,HOUSTON,TX,77081-6801,7419 ASHCROFT,HOUSTON,TX,77081-6801,(713) 773-3600,(713) 773-3630,ACOOPER6@houstonisd.org,www.houstonisd.org,MS ADA COOPER   ,'PK,623,Active,10/28/2004,3/14/2015 5:35:14 AM
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912351,REBUILD HISD CAMPUS,REGULAR INSTRUCTIONAL,,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,    ,'PK,0,Under Construction,07/20/2005,3/14/2015 5:35:14 AM
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912352,FARIAS EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,,515 E RITTENHOUSE,HOUSTON,TX,77076,515 E RITTENHOUSE,HOUSTON,TX,77076,(713) 691-8730,(713) 691-8746,smenxuei@houstonisd.org,www.houstonisd.org,MS SANDRA E MENXUEIRO   ,'EE-PK,381,Active,07/20/2005,3/14/2015 5:35:14 AM
'101,HARRIS COUNTY,'04,'101912,HOUSTON ISD,INDEPENDENT,4400 W 18TH ST,HOUSTON,TX,77092-8501,4400 W 18TH ST,HOUSTON,TX,77092-8501,(713) 556-6000,(713) 556-6006,infocenter@houstonisd.org,www.houstonisd.org,DR TERRY B GRIER   ,215225,'101912353,SCHOOL AT ST GEORGE PLACE,REGULAR INSTRUCTIONAL,,5430 HIDALGO ST,HOUSTON,TX,77056-6211,5430 HIDALGO ST,HOUSTON,TX,77056-6211,(713) 625-1499,(713) 985-7455,dwheat@houstonisd.org,www.houstonisd.org,MR DAVE D WHEAT   ,'EE-06,786,Active,08/21/2007,3/14/2015 5:35:14 AM
