County Number,County Name,Region Number,District Number,District Name,District Type,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2014,School Number,School Name,Instruction Type,Charter Type,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2014,School Status,School Status Date,Update Date
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902053,TOMBALL PKWY MIDDLE,REGULAR INSTRUCTIONAL,,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032,(281) 985-6216,(281) 985-7139,cmoore@aldine.k12.tx.us,,    ,'07-08,0,Under Construction,02/13/2008,3/14/2015 5:35:12 AM
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902061,ECKERT INT,REGULAR INSTRUCTIONAL,,1430 ALDINE MEADOWS RD,HOUSTON,TX,77032-2916,1430 ALDINE MEADOWS RD,HOUSTON,TX,77032-2916,(281) 985-6380,(281) 985-6117,tarmelin@aldine.k12.tx.us,www.aldine.k12.tx.us,KATHERINE ROEDE   ,'05-06,832,Active,07/29/1992,3/14/2015 5:35:12 AM
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902062,HOUSTON ACADEMY,REGULAR INSTRUCTIONAL,,8103 CARVER RD,HOUSTON,TX,77088,8103 CARVER RD,HOUSTON,TX,77088,(281) 878-7745,(281) 878-7755,rallen@aldine.k12.tx.us,www.aldine.k12.tx.us,RUBY ALLEN   ,'05-06,654,Active,10/10/2002,3/14/2015 5:35:12 AM
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902063,ESCAMILLA INT,REGULAR INSTRUCTIONAL,,5241 E MT HOUSTON RD,HOUSTON,TX,77093-1732,5241 E MT HOUSTON RD,HOUSTON,TX,77093-1732,(281) 985-6390,(281) 985-6137,hortiz@aldine.k12.tx.us,www.aldine.k12.tx.us,HERMILO ORTIZ   ,'05-06,975,Active,07/29/1992,3/14/2015 5:35:12 AM
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902064,STEHLIK INT,REGULAR INSTRUCTIONAL,,400 W RD,HOUSTON,TX,77038-2606,400 W RD,HOUSTON,TX,77038-2606,(281) 878-0300,(281) 878-0305,jray@aldine.k12.tx.us,www.aldine.k12.tx.us,CHRISTI VAN WASSENHOV   ,'05-06,1021,Active,07/29/1992,3/14/2015 5:35:12 AM
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902065,PARKER INT,REGULAR INSTRUCTIONAL,,19850 E HARDY RD,HOUSTON,TX,77073-3355,19850 E HARDY RD,HOUSTON,TX,77073-3355,(281) 233-8930,(281) 233-8935,chardin@aldine.k12.tx.us,www.aldine.k12.tx.us,CANDACE HARDIN   ,'05-06,998,Active,07/01/1994,3/14/2015 5:35:12 AM
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902066,CARAWAY INT,REGULAR INSTRUCTIONAL,,3031 ELLINGTON,HOUSTON,TX,77088-4558,3031 ELLINGTON,HOUSTON,TX,77088-4558,(281) 878-0320,(281) 878-0326,ajames1@aldine.k12.tx.us,www.aldine.k12.tx.us,TODD M ROEDE   ,'05-06,769,Active,07/01/1990,3/14/2015 5:35:12 AM
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902067,WILSON INT,REGULAR INSTRUCTIONAL,,3131 FALLBROOK DR,HOUSTON,TX,77038-1905,3131 FALLBROOK DR,HOUSTON,TX,77038-1905,(281) 878-0990,(281) 878-0995,troede@aldine.k12.tx.us,www.aldine.k12.tx.us,DANA BAKER   ,'05-06,1044,Active,07/01/1990,3/14/2015 5:35:12 AM
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902068,REED ACADEMY,REGULAR INSTRUCTIONAL,,1616 LAUDER RD,HOUSTON,TX,77039-3095,1616 LAUDER RD,HOUSTON,TX,77039-3095,(281) 985-6670,(281) 985-6679,grigsby@aldine.k12.tx.us,www.aldine.K12.tx.us,GINA RIGSBY   ,'05-06,968,Active,07/01/1993,3/14/2015 5:35:12 AM
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902069,HILL INT,REGULAR INSTRUCTIONAL,,2625 W MOUNT HOUSTON,HOUSTON,TX,77038,2625 W MOUNT HOUSTON,HOUSTON,TX,77038,(281) 878-7775,(281) 878-7779,scorrick@aldine.k12.tx.us,www.aldine.k12.tx.us,SCOTT CORRICK   ,'05-06,858,Active,03/22/2001,3/14/2015 5:35:12 AM
