County Number,County Name,Region Number,District Number,District Name,District Type,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2014,School Number,School Name,Instruction Type,Charter Type,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2014,School Status,School Status Date,Update Date
'057,DALLAS COUNTY,'10,'057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER   ,38618,'057916050,APOLLO J H,REGULAR INSTRUCTIONAL,,1600 APOLLO RD,RICHARDSON,TX,75081-3824,1600 APOLLO RD,RICHARDSON,TX,75081-3824,(469) 593-7900,(469) 593-7911,,www.richardson.k12.tx.us/administration/sch,YOLANDA JACKSON   ,'07-08,642,Active, ,3/14/2015 5:35:06 AM
'057,DALLAS COUNTY,'10,'057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER   ,38618,'057916051,PARKHILL J H,REGULAR INSTRUCTIONAL,,16500 SHADYBANK DR,DALLAS,TX,75248-4107,16500 SHADYBANK DR,DALLAS,TX,75248-4107,(469) 593-5600,(469) 593-5500,judy.marcum@richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,FARRAH M SMOCK   ,'07-08,629,Active,07/16/1979,3/14/2015 5:35:06 AM
'057,DALLAS COUNTY,'10,'057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER   ,38618,'057916052,LAKE HIGHLANDS FRESHMAN CENTER,REGULAR INSTRUCTIONAL,,10200 WHITE ROCK TRL,DALLAS,TX,75238,10200 WHITE ROCK TRL,DALLAS,TX,75238,(469) 593-1300,(469) 593-1327,,www.richardson.k12.tx.us/administration/sch,WILLIAM N GALLO   ,'09,795,Active,07/01/1996,3/14/2015 5:35:06 AM
'057,DALLAS COUNTY,'10,'057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER   ,38618,'057916101,ARAPAHO CLASSICAL MAGNET,REGULAR INSTRUCTIONAL,,1300 CYPRESS DR,RICHARDSON,TX,75080-4107,1300 CYPRESS DR,RICHARDSON,TX,75080-4107,(469) 593-6400,(469) 593-6448,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,MS NELWYN P SHOWS   ,'KG-06,545,Active, ,3/14/2015 5:35:06 AM
'057,DALLAS COUNTY,'10,'057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER   ,38618,'057916102,CANYON CREEK EL,REGULAR INSTRUCTIONAL,,2100 COPPER RDG DR,RICHARDSON,TX,75080-2312,2100 COPPER RDG DR,RICHARDSON,TX,75080-2312,(469) 593-6500,(469) 593-6511,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,CAROL MIXON   ,'EE KG-06,266,Active, ,3/14/2015 5:35:06 AM
'057,DALLAS COUNTY,'10,'057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER   ,38618,'057916103,DOVER EL,REGULAR INSTRUCTIONAL,,700 DOVER DR,RICHARDSON,TX,75080-6709,700 DOVER DR,RICHARDSON,TX,75080-6709,(469) 593-4200,(469) 593-4201,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,BRONA C HUDSON   ,'PK-06,662,Active, ,3/14/2015 5:35:06 AM
'057,DALLAS COUNTY,'10,'057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER   ,38618,'057916104,GREENWOOD HILLS EL,REGULAR INSTRUCTIONAL,,1313 W SHORE DR,RICHARDSON,TX,75080-4021,1313 W SHORE DR,RICHARDSON,TX,75080-4021,(469) 593-6100,(469) 593-6111,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,THERESA L MASSEY-STINNETT   ,'KG-06,457,Active, ,3/14/2015 5:35:06 AM
'057,DALLAS COUNTY,'10,'057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER   ,38618,'057916105,HAMILTON PARK PACESETTER MAGNET,REGULAR INSTRUCTIONAL,,8301 TOWNS ST,DALLAS,TX,75243-4107,8301 TOWNS ST,DALLAS,TX,75243-4107,(469) 593-3900,(469) 593-3950,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,KELLEE A MURRELL   ,'PK-06,694,Active, ,3/14/2015 5:35:06 AM
'057,DALLAS COUNTY,'10,'057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER   ,38618,'057916106,O HENRY EL,REGULAR INSTRUCTIONAL,,4100 TYNES DR,GARLAND,TX,75042-4107,4100 TYNES DR,GARLAND,TX,75042-4107,(469) 593-8200,(469) 593-8221,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,FRANK PATRANELLA   ,'EE KG-06,452,Active, ,3/14/2015 5:35:06 AM
'057,DALLAS COUNTY,'10,'057916,RICHARDSON ISD,INDEPENDENT,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,(469) 593-0000,(469) 593-0332,request.publicinformation@risd.org,www.richardson.k12.tx.us,DR KAY E WAGGONER   ,38618,'057916107,LAKE HIGHLANDS EL,REGULAR INSTRUCTIONAL,,9501 FERNDALE RD,DALLAS,TX,75238-4107,9501 FERNDALE RD,DALLAS,TX,75238-4107,(469) 593-2100,(469) 593-2088,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us/administration/sch,KIMBERLY SULLIVAN   ,'EE-06,692,Active, ,3/14/2015 5:35:06 AM
