County Number,County Name,Region Number,District Number,District Name,District Type,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2014,School Number,School Name,Instruction Type,Charter Type,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2014,School Status,School Status Date,Update Date
'236,WALKER COUNTY,'06,'236903,WINDHAM SCHOOL DISTRICT,INDEPENDENT,P O BOX 40,HUNTSVILLE,TX,77342-0040,804 BUILDING B FM 2821 W,HUNTSVILLE,TX,77320,(936) 291-5303,(936) 436-4031,superintendent@wsdtx.org,www.wsdtx.org,DR CLINT CARPENTER   ,0,'236903069,GIST STATE JAIL,REGULAR INSTRUCTIONAL,,3295 FM 3514,BEAUMONT,TX,77705-9999,3295 FM 3514,BEAUMONT,TX,77705-9999,(409) 727-8400,(409) 722-9569,charles.wood@wsdtx.org,www.wsdtx.org,LANELL HIGGINBOTHAM   ,'UG,0,Active, ,3/14/2015 5:35:28 AM
'236,WALKER COUNTY,'06,'236903,WINDHAM SCHOOL DISTRICT,INDEPENDENT,P O BOX 40,HUNTSVILLE,TX,77342-0040,804 BUILDING B FM 2821 W,HUNTSVILLE,TX,77320,(936) 291-5303,(936) 436-4031,superintendent@wsdtx.org,www.wsdtx.org,DR CLINT CARPENTER   ,0,'236903070,HUTCHINS STATE JAIL,REGULAR INSTRUCTIONAL,,1500 E LANGDON RD,DALLAS,TX,75241-7136,1500 E LANGDON RD,DALLAS,TX,75241-7136,(972) 225-1304,(972) 225-8355,henry.linley@wsdtx.org,www.wsdtx.org,HENRY LINLEY   ,'UG,0,Active,06/06/1994,3/14/2015 5:35:28 AM
'236,WALKER COUNTY,'06,'236903,WINDHAM SCHOOL DISTRICT,INDEPENDENT,P O BOX 40,HUNTSVILLE,TX,77342-0040,804 BUILDING B FM 2821 W,HUNTSVILLE,TX,77320,(936) 291-5303,(936) 436-4031,superintendent@wsdtx.org,www.wsdtx.org,DR CLINT CARPENTER   ,0,'236903071,PLANE STATE JAIL,REGULAR INSTRUCTIONAL,,904 FM 686,DAYTON,TX,77535-9943,904 FM 686,DAYTON,TX,77535-9943,(936) 258-2476,(936) 257-0269,lamar.iverson@wsdtx.org,www.wsdtx.org,KAREN SWAGERTY   ,'UG,0,Active, ,3/14/2015 5:35:28 AM
'236,WALKER COUNTY,'06,'236903,WINDHAM SCHOOL DISTRICT,INDEPENDENT,P O BOX 40,HUNTSVILLE,TX,77342-0040,804 BUILDING B FM 2821 W,HUNTSVILLE,TX,77320,(936) 291-5303,(936) 436-4031,superintendent@wsdtx.org,www.wsdtx.org,DR CLINT CARPENTER   ,0,'236903072,MURRAY UNIT,REGULAR INSTRUCTIONAL,,1916 N HWY 36 BYPASS,GATESVILLE,TX,76596-0003,1916 N HWY 36 BYPASS,GATESVILLE,TX,76596-0003,(254) 865-2000,(254) 865-4276,linda.gise@wsdtx.org,www.wsdtx.org,SUSAN THOMAS   ,'UG,0,Active,11/01/1995,3/14/2015 5:35:28 AM
'236,WALKER COUNTY,'06,'236903,WINDHAM SCHOOL DISTRICT,INDEPENDENT,P O BOX 40,HUNTSVILLE,TX,77342-0040,804 BUILDING B FM 2821 W,HUNTSVILLE,TX,77320,(936) 291-5303,(936) 436-4031,superintendent@wsdtx.org,www.wsdtx.org,DR CLINT CARPENTER   ,0,'236903073,GARZA WEST UNIT,REGULAR INSTRUCTIONAL,,4250 HWY 202,BEEVILLE,TX,78102-8982,4250 HWY 202,BEEVILLE,TX,78102-8982,(361) 358-9890,(361) 358-9338,gina.cooper@wsdtx.org,www.wsdtx.org,JOHANNA CANALES   ,'UG,0,Active,07/01/1994,3/14/2015 5:35:28 AM
'236,WALKER COUNTY,'06,'236903,WINDHAM SCHOOL DISTRICT,INDEPENDENT,P O BOX 40,HUNTSVILLE,TX,77342-0040,804 BUILDING B FM 2821 W,HUNTSVILLE,TX,77320,(936) 291-5303,(936) 436-4031,superintendent@wsdtx.org,www.wsdtx.org,DR CLINT CARPENTER   ,0,'236903074,SAYLE (SATF),REGULAR INSTRUCTIONAL,,4176 F M 1800,BRECKENRIDGE,TX,76424-9999,4176 F M 1800,BRECKENRIDGE,TX,76424-9999,(254) 559-1581,(254) 559-5738,superintendent@wsdtx.org,www.wsdtx.org,GARY MCGEE   ,'UG,0,Active,08/01/1995,3/14/2015 5:35:28 AM
'236,WALKER COUNTY,'06,'236903,WINDHAM SCHOOL DISTRICT,INDEPENDENT,P O BOX 40,HUNTSVILLE,TX,77342-0040,804 BUILDING B FM 2821 W,HUNTSVILLE,TX,77320,(936) 291-5303,(936) 436-4031,superintendent@wsdtx.org,www.wsdtx.org,DR CLINT CARPENTER   ,0,'236903075,HAVINS (SATF),REGULAR INSTRUCTIONAL,,500 FM 45 E,BROWNWOOD,TX,76804-0401,500 FM 45 E,BROWNWOOD,TX,76804-0401,(325) 643-5575,(325) 643-1294,superintendent@wsdtx.org,www.wsdtx.org,KEITH MORGAN   ,'UG,0,Active,07/01/1994,3/14/2015 5:35:28 AM
'236,WALKER COUNTY,'06,'236903,WINDHAM SCHOOL DISTRICT,INDEPENDENT,P O BOX 40,HUNTSVILLE,TX,77342-0040,804 BUILDING B FM 2821 W,HUNTSVILLE,TX,77320,(936) 291-5303,(936) 436-4031,superintendent@wsdtx.org,www.wsdtx.org,DR CLINT CARPENTER   ,0,'236903076,GLOSS BRENNER (SATF),REGULAR INSTRUCTIONAL,,5100 S FM 1329,SAN DIEGO,TX,78384-9999,5100 S FM 1329,SAN DIEGO,TX,78384-9999,(361) 279-2705,(361) 279-7438,superintendent@wsdtx.org,www.wsdtx.org,    ,'UG,0,Active,12/01/1994,3/14/2015 5:35:28 AM
'236,WALKER COUNTY,'06,'236903,WINDHAM SCHOOL DISTRICT,INDEPENDENT,P O BOX 40,HUNTSVILLE,TX,77342-0040,804 BUILDING B FM 2821 W,HUNTSVILLE,TX,77320,(936) 291-5303,(936) 436-4031,superintendent@wsdtx.org,www.wsdtx.org,DR CLINT CARPENTER   ,0,'236903077,NEY STATE JAIL,REGULAR INSTRUCTIONAL,,114 PRIVATE RD 4303,HONDO,TX,78861-3812,114 PRIVATE RD 4303,HONDO,TX,78861-3812,(830) 426-8030,(830) 426-7177,gus.sanchez@wsdtx.org,www.wsdtx.org,SANDRA HENRY   ,'UG,0,Active,03/01/1995,3/14/2015 5:35:28 AM
'236,WALKER COUNTY,'06,'236903,WINDHAM SCHOOL DISTRICT,INDEPENDENT,P O BOX 40,HUNTSVILLE,TX,77342-0040,804 BUILDING B FM 2821 W,HUNTSVILLE,TX,77320,(936) 291-5303,(936) 436-4031,superintendent@wsdtx.org,www.wsdtx.org,DR CLINT CARPENTER   ,0,'236903078,JOHNSTON (SATF),REGULAR INSTRUCTIONAL,,703 AIRPORT RD,WINNSBORO,TX,75494-7002,703 AIRPORT RD,WINNSBORO,TX,75494-7002,(903) 342-6166,(903) 342-1200,superintendent@wsdtx.org,www.wsdtx.org,JON LILLEY   ,'UG,0,Active,06/01/1995,3/14/2015 5:35:28 AM
