County Number,County Name,Region Number,District Number,District Name,District Type,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2014,School Number,School Name,Instruction Type,Charter Type,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2014,School Status,School Status Date,Update Date
'057,DALLAS COUNTY,'10,'057904,CEDAR HILL ISD,INDEPENDENT,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,(972) 291-1581,(972) 291-5231,orlando.riddick@chisd.net,www.chisd.net,ORLANDO RIDDICK   ,7883,'057904007,JJAEP,JJAEP INSTRUCTIONAL,,400 E SPRING VALLEY RD,RICHARDSON,TX,75083-1300,400 E SPRING VALLEY RD,RICHARDSON,TX,75083-1300,(972) 293-4504, ,,,    ,'05-12,-1,Active,01/01/1996,3/14/2015 5:35:04 AM
'057,DALLAS COUNTY,'10,'057904,CEDAR HILL ISD,INDEPENDENT,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,(972) 291-1581,(972) 291-5231,orlando.riddick@chisd.net,www.chisd.net,ORLANDO RIDDICK   ,7883,'057904041,W S PERMENTER MIDDLE,REGULAR INSTRUCTIONAL,,431 W PARKERVILLE RD,CEDAR HILL,TX,75104,431 W PARKERVILLE RD,CEDAR HILL,TX,75104-6607,(972) 291-5270,(972) 291-5296,shauntee.mayfield@chisd.net,www.chisd.com/schools/pms,DR SHAUNTEE MAYFIELD   ,'07-08,632,Active, ,3/14/2015 5:35:04 AM
'057,DALLAS COUNTY,'10,'057904,CEDAR HILL ISD,INDEPENDENT,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,(972) 291-1581,(972) 291-5231,orlando.riddick@chisd.net,www.chisd.net,ORLANDO RIDDICK   ,7883,'057904042,BESSIE COLEMAN MIDDLE,REGULAR INSTRUCTIONAL,,1208 PLEASANT RUN RD,CEDAR HILL,TX,75104,1208 PLEASANT RUN RD,CEDAR HILL,TX,75104,(972) 293-4505,(469) 272-9445,jason.miller@chisd.net,www.chisd.com/schools/cms,MR JASON MILLER   ,'07-08,588,Active,08/31/2005,3/14/2015 5:35:04 AM
'057,DALLAS COUNTY,'10,'057904,CEDAR HILL ISD,INDEPENDENT,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,(972) 291-1581,(972) 291-5231,orlando.riddick@chisd.net,www.chisd.net,ORLANDO RIDDICK   ,7883,'057904043,CEDAR HILL COLLEGIATE ACADEMY,REGULAR INSTRUCTIONAL,,285 UPTOWN BLVD,CEDAR HILL,TX,75104,1533 HIGH POINTE LN,CEDAR HILL,TX,75104, , ,orlando.riddick@chisd.net,,    ,'06-08,0,Under Construction,01/05/2015,3/14/2015 5:35:04 AM
'057,DALLAS COUNTY,'10,'057904,CEDAR HILL ISD,INDEPENDENT,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,(972) 291-1581,(972) 291-5231,orlando.riddick@chisd.net,www.chisd.net,ORLANDO RIDDICK   ,7883,'057904101,BRAY EL,REGULAR INSTRUCTIONAL,,218 BROAD ST,CEDAR HILL,TX,75104,218 N BROAD ST,CEDAR HILL,TX,75104-1990,(972) 291-4231,(972) 291-6098,melody.booher@chisd.net,www.chisd.com/schools/bray,MS MELODY BOOHER   ,'EE-05,-1,Active, ,3/14/2015 5:35:04 AM
'057,DALLAS COUNTY,'10,'057904,CEDAR HILL ISD,INDEPENDENT,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,(972) 291-1581,(972) 291-5231,orlando.riddick@chisd.net,www.chisd.net,ORLANDO RIDDICK   ,7883,'057904102,PLUMMER EL,REGULAR INSTRUCTIONAL,,1203 S CLARK RD,CEDAR HILL,TX,75104,1203 CLARK RD,CEDAR HILL,TX,75104-3242,(972) 291-4058,(972) 291-4980,jason.miller@chisd.net,www.chisd.com/schools/plummer,MR JASON MILLER   ,'EE-04,521,Active, ,3/14/2015 5:35:04 AM
'057,DALLAS COUNTY,'10,'057904,CEDAR HILL ISD,INDEPENDENT,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,(972) 291-1581,(972) 291-5231,orlando.riddick@chisd.net,www.chisd.net,ORLANDO RIDDICK   ,7883,'057904103,WEST INT,REGULAR INSTRUCTIONAL,,1533 HIGH POINTE LN,CEDAR HILL,TX,75104,1533 HIGH POINTE LN,CEDAR HILL,TX,75104-4925,(972) 291-6060,(972) 291-0646,deborah.owens-pinckney@chisd.net,www.chisd.com/schools/west,MS DEBORAH OWENS-PINCKNEY   ,'05-06,541,Active, ,3/14/2015 5:35:04 AM
'057,DALLAS COUNTY,'10,'057904,CEDAR HILL ISD,INDEPENDENT,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,(972) 291-1581,(972) 291-5231,orlando.riddick@chisd.net,www.chisd.net,ORLANDO RIDDICK   ,7883,'057904104,HIGH POINTE EL,REGULAR INSTRUCTIONAL,,1351 HIGH POINTE LN,CEDAR HILL,TX,75104,1351 HIGH POINTE LN,CEDAR HILL,TX,75104-5067,(972) 291-7874,(972) 291-5695,kimberly.sherfield@chisd.net,www.chisd.com/schools/highpointe,MS KIMBERLY SHERFIELD   ,'EE-04,565,Active, ,3/14/2015 5:35:04 AM
'057,DALLAS COUNTY,'10,'057904,CEDAR HILL ISD,INDEPENDENT,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,(972) 291-1581,(972) 291-5231,orlando.riddick@chisd.net,www.chisd.net,ORLANDO RIDDICK   ,7883,'057904105,HIGHLANDS ELEMENTARY,REGULAR INSTRUCTIONAL,,131 SIMS DR,CEDAR HILL,TX,75104,131 SIMS DR,CEDAR HILL,TX,75104-0248,(972) 291-0496,(972) 291-5764,sylvia.lewis@chisd.net,www.chisd.com/schools/highlands,MS SYLVIA LEWIS   ,'EE-04,599,Active,07/10/1987,3/14/2015 5:35:04 AM
'057,DALLAS COUNTY,'10,'057904,CEDAR HILL ISD,INDEPENDENT,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,(972) 291-1581,(972) 291-5231,orlando.riddick@chisd.net,www.chisd.net,ORLANDO RIDDICK   ,7883,'057904107,WATERFORD OAKS EL,REGULAR INSTRUCTIONAL,,401 N WATERFORD OAKS DR,CEDAR HILL,TX,75104,401 N WATERFORD OAKS DR,CEDAR HILL,TX,75104-9113,(972) 291-5290,(972) 293-2381,nichole.holland@chisd.net,www.chisd.com/schools/waterfordoaks,MS NICHOLE HOLLAND   ,'EE-04,538,Active,07/01/1991,3/14/2015 5:35:04 AM
'057,DALLAS COUNTY,'10,'057904,CEDAR HILL ISD,INDEPENDENT,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,285 UPTOWN BLVD #300,CEDAR HILL,TX,75104,(972) 291-1581,(972) 291-5231,orlando.riddick@chisd.net,www.chisd.net,ORLANDO RIDDICK   ,7883,'057904108,LAKERIDGE EL,REGULAR INSTRUCTIONAL,,1020 LAKERIDGE PKWY,CEDAR HILL,TX,75104,1020 LAKERIDGE PWKY,CEDAR HILL,TX,75104,(972) 293-4501,(972) 291-5210,winnifred.goodman@chisd.net,www.chisd.com/schools/lakeridge,MRS WINNIFRED GOODMAN   ,'EE-05,397,Active,03/15/2002,3/14/2015 5:35:04 AM
