County Number,County Name,Region Number,District Number,District Name,District Type,District Street Address,District City,District State,District Zip,District Site Street Address,District Site City,District Site State,District Site Zip,District Phone,District Fax,District Email Address,District Web Page Address,District Superintendent,District Enrollment as of Oct 2014,School Number,School Name,Instruction Type,Charter Type,School Street Address,School City,School State,School Zip,School Site Street Address,School Site City,School Site State,School Site Zip,School Phone,School Fax,School Email Address,School Web Page Address,School Principal,Grade Range,School Enrollment as of Oct 2014,School Status,School Status Date,Update Date
'043,COLLIN COUNTY,'10,'043905,FRISCO ISD,INDEPENDENT,5515 OHIO DR,FRISCO,TX,75035,5515 OHIO DR,FRISCO,TX,75035,(469) 633-6000,(469) 633-6050,brunsonb@friscoisd.org,www.friscoisd.org,DR JEREMY LYON   ,49644,'043905119,ASHLEY EL,REGULAR INSTRUCTIONAL,,15601 CHRISTOPHER LN,FRISCO,TX,75035-3653,15601 CHRISTOPHER LN,FRISCO,TX,75035-3653,(469) 633-3700,(469) 633-3710,weeksla@friscoisd.org,www.friscoisd.org,LAURIE WEEKS   ,'KG-05,848,Active,06/22/2005,3/14/2015 5:35:03 AM
'043,COLLIN COUNTY,'10,'043905,FRISCO ISD,INDEPENDENT,5515 OHIO DR,FRISCO,TX,75035,5515 OHIO DR,FRISCO,TX,75035,(469) 633-6000,(469) 633-6050,brunsonb@friscoisd.org,www.friscoisd.org,DR JEREMY LYON   ,49644,'043905120,OGLE EL,REGULAR INSTRUCTIONAL,,4200 BIG FORK TRL,MCKINNEY,TX,75070,4200 BIG FORK TRL,MCKINNEY,TX,75070,(469) 633-3525,(469) 633-3535,POPEP@friscoisd.org,www.friscoisd.org,MS PHYLLIS POPE   ,'KG-05,650,Active,06/20/2006,3/14/2015 5:35:03 AM
'043,COLLIN COUNTY,'10,'043905,FRISCO ISD,INDEPENDENT,5515 OHIO DR,FRISCO,TX,75035,5515 OHIO DR,FRISCO,TX,75035,(469) 633-6000,(469) 633-6050,brunsonb@friscoisd.org,www.friscoisd.org,DR JEREMY LYON   ,49644,'043905121,CORBELL EL,REGULAR INSTRUCTIONAL,,11095 MONARCH DR,FRISCO,TX,75034-1753,11095 MONARCH DR,FRISCO,TX,75034-1753,(469) 633-3550,(469) 633-3560,youngblB@friscoisd.org,www.friscoisd.org,MS BRENDA YOUNGBLOOD   ,'KG-05,714,Active,06/20/2006,3/14/2015 5:35:03 AM
'043,COLLIN COUNTY,'10,'043905,FRISCO ISD,INDEPENDENT,5515 OHIO DR,FRISCO,TX,75035,5515 OHIO DR,FRISCO,TX,75035,(469) 633-6000,(469) 633-6050,brunsonb@friscoisd.org,www.friscoisd.org,DR JEREMY LYON   ,49644,'043905122,SEM EL,REGULAR INSTRUCTIONAL,,12721 HONEY GROVE DR,FRISCO,TX,75035,12721 HONEY GROVE DR,FRISCO,TX,75035,(469) 633-3575,(469) 633-3585,GonzaleM@friscoisd.org,www.friscoisd.org,MR MANUEL GONZALES   ,'KG-05,624,Active,06/20/2006,3/14/2015 5:35:03 AM
'043,COLLIN COUNTY,'10,'043905,FRISCO ISD,INDEPENDENT,5515 OHIO DR,FRISCO,TX,75035,5515 OHIO DR,FRISCO,TX,75035,(469) 633-6000,(469) 633-6050,brunsonb@friscoisd.org,www.friscoisd.org,DR JEREMY LYON   ,49644,'043905123,TAYLOR EL,REGULAR INSTRUCTIONAL,,9865 GILLESPIE DR,PLANO,TX,75025,9865 GILLESPIE DR,PLANO,TX,75025,(469) 633-3625,(469) 633-3635,garzac@friscoisd.org,www.friscoisd.org,MS CHRISTY GARZA   ,'KG-05,666,Active,06/20/2006,3/14/2015 5:35:03 AM
'043,COLLIN COUNTY,'10,'043905,FRISCO ISD,INDEPENDENT,5515 OHIO DR,FRISCO,TX,75035,5515 OHIO DR,FRISCO,TX,75035,(469) 633-6000,(469) 633-6050,brunsonb@friscoisd.org,www.friscoisd.org,DR JEREMY LYON   ,49644,'043905124,MOONEYHAM EL,REGULAR INSTRUCTIONAL,,2301 EDEN DR,MCKINNEY,TX,75070,2301 EDEN DR,MCKINNEY,TX,75070,(469) 633-3650,(469) 633-3660,lottm@friscoisd.org,www.friscoisd.org,MS MICHELE LOTT   ,'KG-05,791,Active,06/27/2007,3/14/2015 5:35:03 AM
'043,COLLIN COUNTY,'10,'043905,FRISCO ISD,INDEPENDENT,5515 OHIO DR,FRISCO,TX,75035,5515 OHIO DR,FRISCO,TX,75035,(469) 633-6000,(469) 633-6050,brunsonb@friscoisd.org,www.friscoisd.org,DR JEREMY LYON   ,49644,'043905125,ROBERTSON EL,REGULAR INSTRUCTIONAL,,2501 WOODLAKE PKWY,FRISCO,TX,75068,2501 WOODLAKE PKWY,LITTLE ELM,TX,75068,(469) 633-3675,(469) 633-3685,iorioj@friscoisd.org,www.friscoisd.org,MR JAMES IORIO   ,'KG-05,757,Active,06/27/2007,3/14/2015 5:35:03 AM
'043,COLLIN COUNTY,'10,'043905,FRISCO ISD,INDEPENDENT,5515 OHIO DR,FRISCO,TX,75035,5515 OHIO DR,FRISCO,TX,75035,(469) 633-6000,(469) 633-6050,brunsonb@friscoisd.org,www.friscoisd.org,DR JEREMY LYON   ,49644,'043905126,ELLIOTT EL,REGULAR INSTRUCTIONAL,,3721 HUDSON CROSSING,MCKINNEY,TX,75070,3721 HUDSON CROSSING,MCKINNEY,TX,75070,(469) 633-3750,(469) 633-3760,millss@friscoisd.org,www.friscoisd.org,MS STACY MILLS   ,'KG-05,536,Active,07/18/2008,3/14/2015 5:35:03 AM
'043,COLLIN COUNTY,'10,'043905,FRISCO ISD,INDEPENDENT,5515 OHIO DR,FRISCO,TX,75035,5515 OHIO DR,FRISCO,TX,75035,(469) 633-6000,(469) 633-6050,brunsonb@friscoisd.org,www.friscoisd.org,DR JEREMY LYON   ,49644,'043905127,CARROLL EL,REGULAR INSTRUCTIONAL,,4380 THRONE HALL DR,FRISCO,TX,75034,4380 THRONE HALL DR,FRISCO,TX,75034,(469) 633-3725,(469) 633-3735,cypertl@friscoisd.org,www.friscoisd.org,MS LAUREN CYPERT   ,'KG-05,508,Active,06/27/2007,3/14/2015 5:35:03 AM
'043,COLLIN COUNTY,'10,'043905,FRISCO ISD,INDEPENDENT,5515 OHIO DR,FRISCO,TX,75035,5515 OHIO DR,FRISCO,TX,75035,(469) 633-6000,(469) 633-6050,brunsonb@friscoisd.org,www.friscoisd.org,DR JEREMY LYON   ,49644,'043905128,TADLOCK EL,REGULAR INSTRUCTIONAL,,12515 GODFREY DR,FRISCO,TX,75035,12515 GODFREY DR,FRISCO,TX,75035,(469) 633-3775,(469) 633-3785,rappk@friscoisd.org,www.friscoisd.org,MISS KELLIE RAPP   ,'KG-05,703,Active,07/18/2008,3/14/2015 5:35:03 AM
